"","season","niche","site","mean_moist","mean_gN_cm2_hr","mean_rate_gN_g_h","sample_n","total_coverage_cm2","plot_litter_grams","plot_wood_grams","plot_soil_grams","plot_substrate_mass","mean_N_flux_kg_ha","Nfix_kg_ha_season"
"1","fall","Lichen","BiscBas",4.891625,0,0,8,770000,NA,NA,NA,NA,0,0
"2","fall","Lichen","FirLopSo",10.015375,0,0,8,3750000,NA,NA,NA,NA,0,0
"3","fall","Lichen","FounEast",57.393875,0,0,8,50000,NA,NA,NA,NA,0,0
"4","fall","Lichen","GibFalls",6.449625,0,0,8,1180000,NA,NA,NA,NA,0,0
"5","fall","Lichen","GravPit",7.643375,0,0,8,1350000,NA,NA,NA,NA,0,0
"6","fall","Litter","BiscBas",11.868875,0,0,8,NA,2514583.33333333,NA,NA,2514583.33333333,0,0
"7","fall","Litter","FirLopSo",9.2425,0,0,8,NA,1957245.37037037,NA,NA,1957245.37037037,0,0
"8","fall","Litter","FounEast",24.3875,0,0,8,NA,1681921.2962963,NA,NA,1681921.2962963,0,0
"9","fall","Litter","GibFalls",11.39625,0,0,8,NA,2292731.48148148,NA,NA,2292731.48148148,0,0
"10","fall","Litter","GravPit",9.20725,0,0,8,NA,2281921.2962963,NA,NA,2281921.2962963,0,0
"11","fall","Moss","BiscBas",9.3975,6.28811315894021e-11,6.58214181567133e-11,8,1060000,NA,NA,NA,NA,2.66615997939065e-07,0.000389259356991035
"12","fall","Moss","FirLopSo",7.310375,7.95159289371501e-11,7.96619786025448e-11,8,90000,NA,NA,NA,NA,2.8625734417374e-08,4.17935722493661e-05
"13","fall","Moss","FounEast",37.577625,3.41775810712118e-12,3.56973926550167e-11,8,310000,NA,NA,NA,NA,4.23802005283026e-09,6.18750927713218e-06
"14","fall","Moss","GibFalls",11.282875,2.80891695011126e-11,3.33066988118265e-11,8,50000,NA,NA,NA,NA,5.61783390022252e-09,8.20203749432488e-06
"15","fall","Moss","GravPit",7.39225,0,0,8,160000,NA,NA,NA,NA,0,0
"16","fall","Soil","BiscBas",3.155375,0,0,8,NA,NA,NA,247406897.801899,247406897.801899,0,0
"17","fall","Soil","FirLopSo",10.847875,0,0,8,NA,NA,NA,253813149.31758,253813149.31758,0,0
"18","fall","Soil","FounEast",15.85225,0,0,8,NA,NA,NA,201903816.120052,201903816.120052,0,0
"19","fall","Soil","GibFalls",4.144125,0,0,8,NA,NA,NA,224124376.145855,224124376.145855,0,0
"20","fall","Soil","GravPit",7.7245,0,0,8,NA,NA,NA,248281218.170707,248281218.170707,0,0
"21","fall","Wood","BiscBas",105.343,0,0,8,NA,NA,5752585.6111111,NA,5752585.6111111,0,0
"22","fall","Wood","FirLopSo",62.203625,0,0,8,NA,NA,2790499.44444445,NA,2790499.44444445,0,0
"23","fall","Wood","FounEast",130.737875,0,0,8,NA,NA,4657012.8888889,NA,4657012.8888889,0,0
"24","fall","Wood","GibFalls",18.642625,0,0,8,NA,NA,2665507.44444445,NA,2665507.44444445,0,0
"25","fall","Wood","GravPit",35.153,0,0,8,NA,NA,5713760.69444445,NA,5713760.69444445,0,0
"26","spring","Lichen","BiscBas",140.2125,1.71592319257513e-11,8.0600238414735e-11,4,770000,NA,NA,NA,NA,5.28504343313141e-08,7.71616341237186e-05
"27","spring","Lichen","FirLopSo",64.3533333333333,4.95420294969763e-09,5.03121789913922e-09,3,3750000,NA,NA,NA,NA,7.43130442454645e-05,0.108497044598378
"28","spring","Lichen","FounEast",181.553333333333,9.07331647779919e-11,2.44420043743912e-10,3,50000,NA,NA,NA,NA,1.81466329555984e-08,2.64940841151736e-05
"29","spring","Lichen","GibFalls",75.745,0,0,2,1180000,NA,NA,NA,NA,0,0
"30","spring","Lichen","GravPit",89.09,1.42090215268125e-09,1.82904746184211e-09,3,1350000,NA,NA,NA,NA,7.67287162447873e-06,0.0112023925717389
"31","spring","Litter","BiscBas",328.798571428571,2.13524731893204e-11,1.30099928860659e-10,7,NA,2514583.33333333,NA,NA,2514583.33333333,1.30858845112346e-06,0.00191053913864026
"32","spring","Litter","FirLopSo",33.838,2.89275838363123e-13,1.10941803947232e-12,5,NA,1957245.37037037,NA,NA,1957245.37037037,8.68561328625028e-09,1.26809953979254e-05
"33","spring","Litter","FounEast",62.5633333333333,3.10805902617288e-11,1.02794564692779e-10,3,NA,1681921.2962963,NA,NA,1681921.2962963,6.91569470001167e-07,0.0010096914262017
"34","spring","Litter","GibFalls",66.65,8.58774312692404e-13,2.36838376461068e-12,2,NA,2292731.48148148,NA,NA,2292731.48148148,2.17202720694101e-08,3.17115972213388e-05
"35","spring","Litter","GravPit",46.2133333333333,1.40490514236537e-11,5.09636890828961e-11,3,NA,2281921.2962963,NA,NA,2281921.2962963,4.65180509824335e-07,0.000679163544343529
"36","spring","Moss","BiscBas",79.65,8.13452947332075e-10,9.73928564759486e-10,5,1060000,NA,NA,NA,NA,3.449040496688e-06,0.00503559912516448
"37","spring","Moss","FirLopSo",54.754,1.90263924271421e-10,3.40287114159772e-10,5,90000,NA,NA,NA,NA,6.84950127377117e-08,0.000100002718597059
"38","spring","Moss","FounEast",99.7533333333333,3.9508065896685e-10,2.71603666557245e-09,3,310000,NA,NA,NA,NA,4.89900017118894e-07,0.000715254024993585
"39","spring","Moss","GibFalls",98.2966666666667,8.36128978936983e-09,3.01885404867865e-08,3,50000,NA,NA,NA,NA,1.67225795787397e-06,0.00244149661849599
"40","spring","Moss","GravPit",154.493333333333,6.12171243391766e-09,5.25681856656444e-09,3,160000,NA,NA,NA,NA,3.9178959577073e-06,0.00572012809825266
"41","spring","Soil","BiscBas",37.9166666666667,2.02193404659304e-11,8.96855537991585e-12,3,NA,NA,NA,247406897.801899,247406897.801899,8.87552985723806e-06,0.0129582735915676
"42","spring","Soil","FirLopSo",42.408,1.95606792389193e-11,1.08612979323319e-11,5,NA,NA,NA,253813149.31758,253813149.31758,1.10269609355267e-05,0.016099362965869
"43","spring","Soil","FounEast",36.03,3.17546492844423e-11,1.34333630915938e-11,3,NA,NA,NA,201903816.120052,201903816.120052,1.08489890860761e-05,0.0158395240656712
"44","spring","Soil","GibFalls",22.1266666666667,3.89855992005598e-11,2.48352643318899e-11,3,NA,NA,NA,224124376.145855,224124376.145855,2.22647524992089e-05,0.032506538648845
"45","spring","Soil","GravPit",31.0766666666667,1.99485754698471e-11,8.31039559379573e-12,3,NA,NA,NA,248281218.170707,248281218.170707,8.25326056603231e-06,0.0120497604264072
"46","spring","Wood","BiscBas",232.53,1.65358049214391e-11,3.59504969214661e-11,5,NA,NA,5752585.6111111,NA,5752585.6111111,8.27233245210879e-07,0.00120776053800788
"47","spring","Wood","FirLopSo",178.26,1.14462820285324e-10,2.56082700678805e-10,5,NA,NA,2790499.44444445,NA,2790499.44444445,2.85839453590415e-06,0.00417325602242007
"48","spring","Wood","FounEast",118.315,6.01393511305225e-11,1.29059229790695e-10,2,NA,NA,4657012.8888889,NA,4657012.8888889,2.40412198626137e-06,0.00351001809994159
"49","spring","Wood","GibFalls",210.5,3.67042793385529e-11,6.98377159972698e-11,2,NA,NA,2665507.44444445,NA,2665507.44444445,7.4461180757488e-07,0.00108713323905932
"50","spring","Wood","GravPit",154.61,1.2317604727666e-10,2.10924620906388e-10,2,NA,NA,5713760.69444445,NA,5713760.69444445,4.82069123370206e-06,0.00703820920120501
"51","summer","Lichen","BiscBas",-0.199625,2.80875926634569e-12,7.49358654265815e-12,8,770000,NA,NA,NA,NA,8.65097854034473e-09,1.26304286689033e-05
"52","summer","Lichen","FirLopSo",0.15775,1.83463504646924e-09,4.94828996764393e-09,8,3750000,NA,NA,NA,NA,2.75195256970386e-05,0.0401785075176763
"53","summer","Lichen","FounEast",3.481625,0,0,8,50000,NA,NA,NA,NA,0,0
"54","summer","Lichen","GibFalls",0.0285,0,0,8,1180000,NA,NA,NA,NA,0,0
"55","summer","Lichen","GravPit",0.8449,1.37995217202248e-11,2.66700205214896e-11,10,1350000,NA,NA,NA,NA,7.4517417289214e-08,0.000108795429242252
"56","summer","Litter","BiscBas",-0.4176702095,0,0,8,NA,2514583.33333333,NA,NA,2514583.33333333,0,0
"57","summer","Litter","FirLopSo",-2.03366666666667,0,0,6,NA,1957245.37037037,NA,NA,1957245.37037037,0,0
"58","summer","Litter","FounEast",2.9538,0,0,10,NA,1681921.2962963,NA,NA,1681921.2962963,0,0
"59","summer","Litter","GibFalls",1.05175,0,0,8,NA,2292731.48148148,NA,NA,2292731.48148148,0,0
"60","summer","Litter","GravPit",1.34125,0,0,8,NA,2281921.2962963,NA,NA,2281921.2962963,0,0
"61","summer","Moss","BiscBas",0.064375,2.91795623545652e-11,7.68207650660007e-11,8,1060000,NA,NA,NA,NA,1.23721344383357e-07,0.000180633162799701
"62","summer","Moss","FirLopSo",0.161125,0,0,8,90000,NA,NA,NA,NA,0,0
"63","summer","Moss","FounEast",-7.60633333333333,0,0,6,310000,NA,NA,NA,NA,0,0
"64","summer","Moss","GibFalls",1.4598,7.15450551829689e-10,3.77650189132467e-09,5,50000,NA,NA,NA,NA,1.43090110365938e-07,0.000208911561134269
"65","summer","Moss","GravPit",-0.008,2.16353874171441e-10,2.08251209472079e-09,7,160000,NA,NA,NA,NA,1.38466479469722e-07,0.000202161060025794
"66","summer","Soil","BiscBas",2.17357142857143,0,0,7,NA,NA,NA,247406897.801899,247406897.801899,0,0
"67","summer","Soil","FirLopSo",1.5925,0,0,8,NA,NA,NA,253813149.31758,253813149.31758,0,0
"68","summer","Soil","FounEast",9.49125,0,0,8,NA,NA,NA,201903816.120052,201903816.120052,0,0
"69","summer","Soil","GibFalls",1.59125,0,0,8,NA,NA,NA,224124376.145855,224124376.145855,0,0
"70","summer","Soil","GravPit",2.386875,0,0,8,NA,NA,NA,248281218.170707,248281218.170707,0,0
"71","summer","Wood","BiscBas",2.15975,0,0,8,NA,NA,5752585.6111111,NA,5752585.6111111,0,0
"72","summer","Wood","FirLopSo",-1.146375,0,0,8,NA,NA,2790499.44444445,NA,2790499.44444445,0,0
"73","summer","Wood","FounEast",14.0895714285714,0,0,7,NA,NA,4657012.8888889,NA,4657012.8888889,0,0
"74","summer","Wood","GibFalls",0.245571428571429,0,0,7,NA,NA,2665507.44444445,NA,2665507.44444445,0,0
"75","summer","Wood","GravPit",0.914625,0,0,8,NA,NA,5713760.69444445,NA,5713760.69444445,0,0
"76","summer_wet","Lichen","BiscBas",20.6182,4.04178885792919e-10,3.58790985598091e-10,5,770000,NA,NA,NA,NA,1.24487096824219e-06,0.0018175116136336
"77","summer_wet","Lichen","FirLopSo",48.8136,1.16594952789881e-09,3.94902909690041e-09,5,3750000,NA,NA,NA,NA,1.74892429184822e-05,0.025534294660984
"78","summer_wet","Lichen","FounEast",94.9706,2.74652722458278e-08,1.44472541971303e-07,5,50000,NA,NA,NA,NA,5.49305444916557e-06,0.00801985949578173
"79","summer_wet","Lichen","GibFalls",65.3064,8.0816233976206e-09,4.66811562584253e-08,5,1180000,NA,NA,NA,NA,3.81452624367692e-05,0.0556920831576831
"80","summer_wet","Lichen","GravPit",66.1712,5.59221425419805e-09,2.10238286681267e-08,5,1350000,NA,NA,NA,NA,3.01979569726695e-05,0.0440890171800974
"81","summer_wet","Litter","BiscBas",31.0056,0,0,5,NA,2514583.33333333,NA,NA,2514583.33333333,0,0
"82","summer_wet","Litter","FirLopSo",48.07125,0,0,4,NA,1957245.37037037,NA,NA,1957245.37037037,0,0
"83","summer_wet","Litter","FounEast",92.966,2.7443729196818e-12,1.66940850839132e-11,5,NA,1681921.2962963,NA,NA,1681921.2962963,1.12312548899264e-07,0.000163976321392925
"84","summer_wet","Litter","GibFalls",50.828,8.27098722975443e-13,2.90847251510491e-12,5,NA,2292731.48148148,NA,NA,2292731.48148148,2.66733859936186e-08,3.89431435506831e-05
"85","summer_wet","Litter","GravPit",61.0213333333333,0,0,3,NA,2281921.2962963,NA,NA,2281921.2962963,0,0
"86","summer_wet","Moss","BiscBas",21.78075,5.5926802964901e-12,7.8441335929914e-12,4,1060000,NA,NA,NA,NA,2.3712964457118e-08,3.46209281073923e-05
"87","summer_wet","Moss","FirLopSo",29.1462,2.01423409404199e-09,1.53858188720646e-09,5,90000,NA,NA,NA,NA,7.25124273855117e-07,0.00105868143982847
"88","summer_wet","Moss","FounEast",79.1215,3.61062180383633e-10,4.0385102761745e-09,6,310000,NA,NA,NA,NA,4.47717103675705e-07,0.00065366697136653
"89","summer_wet","Moss","GibFalls",21.2824,2.48761796482888e-10,4.57400243881497e-10,5,50000,NA,NA,NA,NA,4.97523592965776e-08,7.26384445730033e-05
"90","summer_wet","Moss","GravPit",70.5432,3.86368507854583e-11,1.71465483659941e-10,5,160000,NA,NA,NA,NA,2.47275845026933e-08,3.61022733739322e-05
"91","summer_wet","Soil","BiscBas",9.5054,0,0,5,NA,NA,NA,247406897.801899,247406897.801899,0,0
"92","summer_wet","Soil","FirLopSo",17.1974,0,0,5,NA,NA,NA,253813149.31758,253813149.31758,0,0
"93","summer_wet","Soil","FounEast",32.74,2.15415378840793e-11,1.07931727360154e-11,5,NA,NA,NA,201903816.120052,201903816.120052,8.7167310537776e-06,0.0127264273385153
"94","summer_wet","Soil","GibFalls",13.1348,0,0,5,NA,NA,NA,224124376.145855,224124376.145855,0,0
"95","summer_wet","Soil","GravPit",21.27,0,0,5,NA,NA,NA,248281218.170707,248281218.170707,0,0
"96","summer_wet","Wood","BiscBas",104.635666666667,5.308394522764e-11,2.37211873581082e-10,6,NA,NA,5752585.6111111,NA,5752585.6111111,5.45832644298895e-06,0.00796915660676387
"97","summer_wet","Wood","FirLopSo",103.872,1.29020169105197e-10,3.74946354301055e-10,5,NA,NA,2790499.44444445,NA,2790499.44444445,4.18515037349426e-06,0.00611031954530162
"98","summer_wet","Wood","FounEast",136.5226,8.16179968930261e-11,2.89453652537549e-10,5,NA,NA,4657012.8888889,NA,4657012.8888889,5.39195756241334e-06,0.00787225804112347
"99","summer_wet","Wood","GibFalls",62.14225,2.18208787716269e-11,5.46520096965975e-11,4,NA,NA,2665507.44444445,NA,2665507.44444445,5.82701354800524e-07,0.000850743978008765
"100","summer_wet","Wood","GravPit",135.9004,1.98174622634717e-10,5.66638886008081e-10,5,NA,NA,5713760.69444445,NA,5713760.69444445,1.29505559792671e-05,0.0189078117297299
